NAME,OTHER,FACT,EqGD,NEG_TGD,FGTGD,FNotGTGD,ExGTGD,ExNotGTGD,TGD
00307,0,0,0,0,0,0,0,0,0
00308,0,0,0,0,7,0,0,0,7
00309,0,138,0,0,83,0,0,0,83
00310,0,8,0,0,22,0,0,0,22
00311,0,8,0,0,22,0,0,0,22
00312,0,0,0,0,23,0,0,0,23
00313,0,0,0,0,0,0,0,0,0
00314,0,0,0,0,0,0,0,0,0
00315,0,1,0,0,9,0,0,0,9
00316,0,16,0,0,43,0,1,0,44
00317,0,0,0,0,0,0,0,0,0
00318,0,25,0,0,67,0,0,0,67
00319,0,453,0,874,417,0,13,0,1304
00320,0,408,0,836,261,0,9,0,1106
00321,0,23,0,0,15,0,0,0,15
00322,0,686,0,0,1697,0,0,0,1697
00323,0,3,0,0,12,0,0,0,12
00324,0,1,0,0,48,0,0,0,48
00325,0,0,0,0,1,0,0,0,1
00326,0,0,0,0,0,0,0,0,0
00327,0,1,0,0,0,0,0,0,0
00328,0,0,0,0,51,0,0,0,51
00329,0,0,0,0,16,0,0,0,16
00330,0,0,0,0,3,0,0,0,3
00331,0,0,0,0,9,0,0,0,9
00332,0,0,0,0,228,0,9,0,237
00333,0,0,0,0,66,0,5,0,71
00334,0,0,0,0,228,0,9,0,237
00335,0,0,0,0,33,0,0,0,33
00336,0,0,0,0,228,0,9,0,237
00337,0,0,0,0,27,0,0,0,27
00338,0,0,0,0,228,0,9,0,237
00339,0,0,0,0,93,0,4,0,97
00340,0,0,0,0,228,0,9,0,237
00341,0,0,0,3,33,0,2,0,38
00342,0,0,0,0,11,0,0,0,11
00343,0,45,0,38,156,0,4,0,198
00344,0,453,0,874,417,0,13,0,1304
00345,0,453,0,874,417,0,13,0,1304
00346,0,408,0,836,261,0,9,0,1106
00347,0,100543,0,0,98,0,8,0,106
00348,0,18,0,1,166,0,13,0,180
00349,0,0,0,0,98,0,8,0,106
00350,0,160,0,6074,3070,0,942,0,10086
00352,0,102,0,680,3447,0,221,0,4348
00353,0,102,0,654,3426,0,221,0,4301
00354,0,102,0,1151,4839,0,1501,0,7491
00355,0,18,0,82,131,0,0,0,213
00356,0,419,0,0,1901,0,1719,0,3620
00357,0,501,0,0,1981,0,1794,0,3775
00358,0,617,0,0,267,0,101,0,368
00359,0,1286,0,0,181,0,515,0,696
00360,0,2779,0,0,1616,0,1059,0,2675
00361,0,480,0,0,326,0,0,0,326
00362,0,25,0,42,57,0,0,0,99
00363,0,25,0,44,70,0,0,0,114
00364,0,0,0,42,37,0,0,0,79
00365,0,0,0,44,38,0,0,0,82
00366,0,165,0,0,96,0,40,0,136
00367,0,165,0,0,96,0,40,0,136
00368,0,81049,0,3,25628,0,6657,0,32288
00369,0,144894,0,3,39919,0,10978,0,50900
00370,0,266081,0,6,56379,0,12070,0,68455
00371,0,83566,0,3,27969,0,7464,0,35436
00372,0,0,0,0,1078,0,557,0,1635
00373,0,0,0,0,1298,0,668,0,1966
00374,0,89322,0,3,30508,0,8270,0,38781
00375,0,157992,0,4,45611,0,12633,0,58248
00376,0,0,0,0,1286,0,694,0,1980
00377,0,0,0,0,1006,0,570,0,1576
00378,0,325218,0,3,58442,0,21423,0,79868
00379,0,615664,0,3,90926,0,38615,0,129544
00380,0,0,0,0,6000,0,3141,0,9141
00381,0,0,0,0,6053,0,3216,0,9269
00382,0,244181,0,3,47304,0,11806,0,59113
00383,0,325291,0,3,65883,0,17881,0,83767
00384,0,0,0,0,548,0,732,0,1280
00385,0,2,0,0,574,0,834,0,1408
00386,0,86097,0,3,28602,0,7559,0,36164
00387,0,157895,0,63,44583,0,12083,0,56729
00388,0,0,0,0,212,0,106,0,318
00389,0,0,0,0,200,0,100,0,300
00390,0,81246,0,3,26905,0,7265,0,34173
00391,0,145092,0,3,41534,0,11754,0,53291
00392,0,0,0,0,1213,0,608,0,1821
00393,0,0,0,0,1552,0,776,0,2328
00394,0,98533,0,3,31483,0,9163,0,40649
00395,0,148733,0,325,62478,0,24648,0,87451
00396,0,0,0,0,1153,0,597,0,1750
00397,0,0,0,0,2922,0,1494,0,4416
00398,0,83564,0,3,27882,0,7419,0,35304
00399,0,0,0,0,991,0,512,0,1503
00400,0,89319,0,3,30008,0,7999,0,38010
00401,0,0,0,0,786,0,423,0,1209
00402,0,7260,0,0,2230,0,1627,0,3857
00403,0,13175,0,0,3894,0,2479,0,6373
00404,0,95,0,69,45,0,2,0,116
00405,0,126,0,82,49,0,4,0,135
00406,0,96,0,111,92,0,2,0,205
00407,0,127,0,126,97,0,4,0,227
00408,0,0,0,0,10,0,0,0,10
00409,0,0,0,0,10,0,0,0,10
00410,0,336,0,1458,1341,0,476,0,3275
00411,0,2316,0,0,1199,0,250,0,1449
00412,0,8081,0,0,3532,0,919,0,4451
00413,0,12910,0,1,4625,0,1085,0,5711
00414,0,0,0,0,50,0,25,0,75
00415,0,163242,0,3,40108,0,7755,0,47866
00416,0,266099,0,6,56774,0,12272,0,69052
00417,0,0,0,0,343,0,176,0,519
00418,0,0,0,0,395,0,202,0,597
00419,0,8084,0,0,4806,0,1636,0,6442
00420,0,12915,0,1,5297,0,1505,0,6803
00421,0,2,0,0,1274,0,717,0,1991
00422,0,5,0,0,672,0,420,0,1092
00423,0,2196,0,0,714,0,619,0,1333
00424,0,9159,0,0,1507,0,786,0,2293
00425,0,243970,0,0,26750,0,11625,0,38375
00426,0,470570,0,0,44891,0,24421,0,69312
00428,0,98,0,0,0,0,0,0,0
00429,0,97,0,0,0,0,0,0,0
00430,0,179,0,0,178,0,359,0,537
00431,0,179,0,0,178,0,359,0,537
00432,0,533,0,0,137,0,238,0,375
00433,0,535,0,0,137,0,242,0,379
00434,0,454277,0,0,21034,0,0,0,21034
00435,0,73949,0,0,9081,0,1,0,9082
00436,0,457668,0,2,24788,0,2308,0,27098
00437,0,121262,0,0,91145,0,44247,0,135392
00438,0,0,0,0,3024,0,1512,0,4536
00439,0,4069,0,0,0,0,0,0,0
00440,0,4157,0,0,0,0,0,0,0
00441,0,56,0,0,0,0,0,0,0
00442,0,55,0,0,0,0,0,0,0
00443,0,0,0,0,0,0,13730,0,13730
00444,0,0,0,0,0,0,13730,0,13730
00445,0,6416,0,0,1222,0,120,0,1342
00446,0,7606,0,2,1700,0,209,0,1911
00447,0,7608,0,2,1700,0,209,0,1911
00448,0,491052,0,62,49657,0,24892,0,74611
00449,0,9047,0,2,2064,0,225,0,2291
00450,0,22,0,80,2872,0,379,0,3331
00451,0,3134,0,0,2862,0,2257,0,5119
00452,0,12277,0,0,4116,0,3163,0,7279
00453,0,239,0,0,157,0,0,0,157
00454,0,744,0,0,416,0,69,0,485
00455,0,487,0,0,990,0,0,0,990
00456,0,487,0,0,990,0,0,0,990
00457,0,1027,0,0,1604,0,80,0,1684
00458,0,1027,0,0,1604,0,80,0,1684
00459,0,5083,0,0,6905,0,4019,0,10924
00460,0,23120,0,61,10382,0,9023,0,19466
00461,0,23120,0,61,10382,0,9023,0,19466
00462,0,45178,0,65,15065,0,11474,0,26604
00463,0,22076,0,65,10352,0,9433,0,19850
00464,0,380,0,0,6,0,229,0,235
00465,0,389,0,0,132,0,282,0,414
00466,0,5349,0,0,6603,0,0,0,6603
00467,0,5349,0,0,6603,0,0,0,6603
00468,0,344,0,0,720,0,5,0,725
00469,0,1398,0,0,878,0,53,0,931
00470,0,46224,0,0,75146,0,44414,0,119560
00471,0,47113,0,0,78977,0,42734,0,121711
00472,0,46224,0,0,75146,0,44414,0,119560
00473,0,47113,0,0,78977,0,42734,0,121711
00474,0,184,0,0,72,0,16,0,88
00475,0,242,0,0,83,0,22,0,105
00476,0,5603,0,0,2713,0,1834,0,4547
00477,0,214802,0,0,10606,0,156743,0,167349
00478,0,1444,0,0,937,0,0,0,937
00479,0,1,0,91,566,0,323,0,980
00480,0,3,0,91,677,0,327,0,1095
00481,0,269,0,0,0,0,0,0,0
00482,0,269,0,0,0,0,0,0,0
00483,0,264458,0,145,116908,0,34035,0,151088
00484,0,723814,0,5,102008,0,37999,0,140012
00485,0,0,0,0,5291,0,2593,0,7884
00486,0,244180,0,3,46982,0,11187,0,58172
00487,0,325288,0,3,65521,0,17153,0,82677
00488,0,163134,0,3,46969,0,11187,0,58159
00489,0,180398,0,0,52447,0,13640,0,66087
00490,0,207,0,0,0,0,0,0,0
00491,0,3443,0,0,0,0,0,0,0
00492,0,4308,0,0,0,0,0,0,0
00493,0,357,0,8,76,0,0,0,84
00494,0,50,0,0,0,0,2335,0,2335
00495,0,50,0,0,0,0,2335,0,2335
00496,0,619,0,3,3220,0,10238,0,13461
00497,0,16684,0,0,23,0,8316,0,8339
00498,0,16684,0,0,23,0,8316,0,8339
00499,0,22504,0,0,13044,0,0,0,13044
00500,0,0,0,0,1990,0,1622,0,3612
00501,0,0,0,0,0,0,0,0,0
00502,0,8169,0,1,1924,0,1878,0,3803
00503,0,38,0,0,258,0,0,0,258
00504,0,193,0,4,658,0,48,0,710
00505,0,2,0,0,151,0,9,0,160
00508,0,44,0,83,267,0,50,0,400
00509,0,21785,0,0,0,0,0,0,0
00510,0,25021,0,0,0,0,0,0,0
00511,0,0,0,595,282,0,347,0,1224
00512,0,0,0,1486,800,0,458,0,2744
00513,0,408,0,0,309,0,38,0,347
00514,0,408,0,0,309,0,38,0,347
00515,0,7176,0,0,2366,0,870,0,3236
00516,0,31288,0,0,7989,0,0,0,7989
00517,0,36302,0,0,11177,0,0,0,11177
00518,0,6,0,0,9363,0,11036,0,20399
00519,0,331,0,0,93,0,73,0,166
00520,0,324,0,0,91,0,76,0,167
00521,0,390,0,0,3640,0,7276,0,10916
00522,0,315,0,0,169,0,4233,0,4402
00523,0,314,0,0,169,0,4233,0,4402
00524,0,4081,0,0,0,0,0,0,0
00525,0,4819,0,0,0,0,0,0,0
00526,0,902,0,0,288,0,193,0,481
00527,0,278,0,0,4,0,502,0,506
00528,0,971,0,0,0,0,0,0,0
00529,0,965,0,0,0,0,0,0,0
00530,0,74121,0,0,10609,0,3,0,10612
00531,0,108313,0,2,11839,0,7,0,11848
00532,0,318290,0,0,38053,0,11943,0,49996
00533,0,583428,0,2,61414,0,32907,0,94323
00534,0,0,0,0,630,0,315,0,945
00535,0,4343,0,0,4621,0,8479,0,13100
00536,0,155167,0,3,36439,0,6762,0,43204
00537,0,253198,0,5,51964,0,11089,0,63058
00538,0,0,0,0,204,0,102,0,306
00539,0,0,0,0,208,0,104,0,312
00540,0,88952,0,0,13345,0,1744,0,15089
00541,0,108510,0,264,28600,0,11973,0,40837
00542,0,0,0,0,18,0,9,0,27
00543,0,0,0,0,18,0,9,0,27
00544,0,128052,0,0,3271,0,5972,0,9243
00545,0,143386,0,0,3351,0,6276,0,9627
00546,0,14065,0,0,775,0,1952,0,2727
00547,0,14067,0,0,780,0,1952,0,2732
00548,0,12440,0,0,4361,0,93,0,4454
00549,0,2,0,0,458,0,0,0,458
00550,0,1977,0,0,853,0,3,0,856
00551,0,742,0,0,0,0,0,0,0
00552,0,739,0,0,0,0,0,0,0
00553,0,0,0,171,90333,0,50453,0,140957
00554,0,0,0,196,106867,0,74235,0,181298
00555,0,1550,0,0,1043,0,134,0,1177
00556,0,95,0,5642,1532,0,499,0,7673
00558,0,59,0,0,0,0,0,0,0
00559,0,60,0,0,0,0,0,0,0
00560,0,19,0,82,130,0,9,0,221
00561,0,18,0,45,685,0,107,0,837
00562,0,1158,0,0,710,0,57,0,767
00563,0,2077,0,0,983,0,75,0,1058
00564,0,10051,0,0,0,0,0,0,0
00565,0,10373,0,0,0,0,0,0,0
00566,0,43897,0,266,49988,0,2505,0,52759
00567,0,1425,0,0,516,0,0,0,516
00568,0,1425,0,0,516,0,0,0,516
00569,0,11939,0,37,1750,0,966,0,2753
00570,0,3175,0,0,1102,0,38,0,1140
00571,0,3936,0,0,1357,0,39,0,1396
00572,0,334675,0,3,57494,0,19651,0,77148
00573,0,633836,0,63,91847,0,36922,0,128832
00574,0,0,0,0,736,0,535,0,1271
00575,0,1,0,0,700,0,479,0,1179
00576,0,0,0,0,66,0,26,0,92
00577,0,64,0,0,16,0,15,0,31
00578,0,2196,0,0,714,0,619,0,1333
00579,0,9159,0,0,1507,0,786,0,2293
00580,0,2557,0,0,272,0,8,0,280
00581,0,2799,0,0,316,0,5,0,321
00582,0,0,0,14,647,0,184,0,845
00583,0,4416,0,0,0,0,0,0,0
00584,0,4587,0,0,0,0,0,0,0
00585,0,0,0,0,0,0,0,0,0
00586,0,907,0,0,0,0,0,0,0
00587,0,3854,0,0,0,0,0,0,0
00588,0,7298,0,0,0,0,0,0,0
00589,0,4767,0,0,939,0,112,0,1051
00590,0,95,0,9,607,0,14,0,630
00591,0,14779,0,0,2529,0,69,0,2598
00592,0,28940,0,0,3414,0,106,0,3520
00593,0,1824,0,0,2049,0,192,0,2241
00594,0,2651,0,0,1984,0,177,0,2161
00595,0,3639,0,60,2894,0,219,0,3173
00596,0,2656,0,42,2022,0,181,0,2245
00597,0,3644,0,104,2933,0,223,0,3260
00598,0,4,0,0,1,0,4,0,5
00599,0,4,0,0,1,0,4,0,5
00600,0,2648,0,0,1983,0,177,0,2160
00601,0,11114,0,0,0,0,0,0,0
00602,0,28844,0,0,0,0,0,0,0
00603,0,25,0,0,20,0,0,0,20
00604,0,25,0,0,32,0,0,0,32
00605,0,990,0,0,650,0,84,0,734
00606,0,990,0,0,650,0,84,0,734
00607,0,809,0,0,0,0,0,0,0
00608,0,809,0,0,0,0,0,0,0
00609,0,19,0,38,202,0,0,0,240
00610,0,38,0,42,81,0,0,0,123
00611,0,0,0,0,24,0,0,0,24
00612,0,38,0,42,81,0,0,0,123
00613,0,38,0,44,94,0,0,0,138
00614,0,0,0,0,24,0,0,0,24
00615,0,0,0,0,24,0,0,0,24
00616,0,194,0,0,64,0,0,0,64
00617,0,196,0,0,63,0,0,0,63
00618,0,168,0,0,44,0,0,0,44
00619,0,170,0,0,31,0,0,0,31
00620,0,43,0,0,58,0,0,0,58
00621,0,43,0,0,70,0,0,0,70
00622,0,16,0,0,38,0,0,0,38
00623,0,16,0,0,38,0,0,0,38
00624,0,0,1,1621,980,0,98,0,2700
00625,0,0,0,0,0,0,0,0,0
00626,0,5385,0,21,2108,0,683,0,2812
00627,0,7566,0,5,2221,0,572,0,2798
00628,0,5385,0,21,2108,0,683,0,2812
00629,0,7566,0,5,2221,0,572,0,2798
00630,0,10770,0,21,2108,0,683,0,2812
00631,0,15131,0,5,2653,0,812,0,3470
00632,0,5386,0,21,1895,0,500,0,2416
00633,0,7565,0,5,2653,0,812,0,3470
00634,0,1016,0,0,0,0,0,0,0
00635,0,1329,0,0,0,0,0,0,0
00636,0,120,0,34,1011,0,1618,0,2663
00637,0,217,0,0,239,0,92,0,331
00638,0,273,0,0,278,0,124,0,402
