NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,EVOL_TIME,SUMB_TIME,TIME
00034,26956,9364,24685,2596274,180006,5522,14886,98478,473878,TIMEOUT
00035,26956,9462,40837,2775169,221683,0,9462,39017,544079,TIMEOUT
00036,26932,9456,40264,2734769,218470,0,9456,40344,540762,TIMEOUT
00037,26916,9445,42272,2809933,226357,0,9445,50860,529295,TIMEOUT
00038,26966,9457,39277,2669979,213078,0,9457,38168,543271,TIMEOUT
00039,6858,4826,17039,248600,51857,3804,8630,18982,12569,37162
00040,87244,100787,4810,1167148,18043,376,101163,13795,572197,TIMEOUT
00041,28638,67437,10638,3419112,32839,0,67437,44421,533747,TIMEOUT
00042,30834,71082,13295,3375394,41231,386,71468,44163,534741,TIMEOUT
00043,37224,115810,9304,2944492,24508,0,115810,36342,541718,TIMEOUT
00044,28638,67400,10512,3426564,29349,0,67400,43059,535143,TIMEOUT
00045,84860,98673,4511,1347429,17507,384,99057,14061,571760,TIMEOUT
00046,30704,69253,10597,3526127,29573,0,69253,45355,532075,TIMEOUT
00047,28865,67547,10912,3480452,30385,0,67547,44612,534002,TIMEOUT
00049,30,51,84,49,104,10,61,21,21,207
00050,30,51,84,49,104,10,61,18,14,202
00051,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,ERROR
00052,7528,25233,4159,0,21094,0,25233,311,388,3486
00053,0,1129,0,0,0,0,1129,0,0,305
00054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00055,46,212,30,13,56,3,215,10,9,215
00056,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,ERROR
00057,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,ERROR
00058,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9,ERROR
00059,5,47,3,5,0,2,49,2,13,167
00060,9,72,6,9,1,3,75,3,3,164
00061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,ERROR
00062,11,72,7,11,0,4,76,7,2,172
00063,12,61,8,12,0,4,65,3,3,171
00064,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,ERROR
00065,3,12,4,3,4,1,13,3,4,126
00066,1,20,0,1,0,1,21,3,4,136
00067,0,24,0,0,0,0,24,0,0,111
00068,2,33,0,0,0,0,33,1,0,123
00069,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00070,0,42,0,0,0,0,42,0,0,120
00071,1,14,0,1,0,1,15,1,2,113
00072,1,31,0,1,0,1,32,1,2,138
00073,6,77,3,6,0,3,80,2,2,164
00074,0,21,0,0,0,0,21,0,0,110
00075,2,125,0,2,0,2,127,1,3,165
00076,0,186,0,0,0,0,186,0,0,158
00077,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00078,43,715,33,376,203,363,1078,21,32,355
00079,2,29,0,0,0,0,29,1,0,121
00080,0,26,0,0,0,0,26,0,0,110
00081,93,679,46,93,1,47,726,15,12,334
00082,356,263,68,13,520,8,271,23,26,344
00083,0,15,0,0,0,0,15,0,0,98
00084,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00085,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00086,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00087,0,77,0,0,0,0,77,0,0,127
00088,0,105,0,0,0,0,105,0,0,154
00089,0,87,0,0,0,0,87,0,0,157
00090,0,66,0,0,0,0,66,0,0,125
00091,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00092,0,32,0,0,0,0,32,0,0,122
00093,0,216,0,0,0,0,216,0,0,189
00094,17,138,6,17,15,14,152,4,6,200
00095,0,63,0,0,0,0,63,0,0,131
00096,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00097,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00098,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00099,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00100,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00103,0,259,0,0,0,0,259,0,0,159
00104,0,1123,0,0,0,0,1123,0,0,253
00105,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00106,4,43,4,4,4,2,45,10,2,126
00107,0,22,0,0,0,0,22,0,0,102
00108,0,16,0,0,0,0,16,0,0,91
00109,0,83,0,0,0,0,83,0,0,134
00110,317,244,57,12,443,7,251,24,19,302
00111,0,43,0,0,0,0,43,0,0,107
00112,20,113,23,48,26,16,129,7,8,168
00113,12,24,0,0,0,0,24,1,0,113
00114,42,25,66,246,69,60,85,32,32,207
00115,0,216,0,0,0,0,216,0,0,165
00116,13,30,6,31,5,21,51,7,7,158
00117,6858,4826,16883,248684,51751,3804,8630,16959,9825,31568
00118,39,89,81,123,84,29,118,25,23,306
00119,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,23,ERROR
00120,17,53,23,28,21,5,58,8,7,169
00121,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00122,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00124,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00125,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00126,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00127,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00129,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00130,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00131,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7,ERROR
00132,0,18,0,0,0,0,18,0,0,94
00133,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00134,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00135,0,55,0,0,0,0,55,0,0,108
00136,0,48,0,0,0,0,48,0,0,99
00137,0,158,0,0,0,0,158,0,0,151
00138,0,386,0,0,0,0,386,0,0,202
00139,0,145,0,0,0,0,145,0,0,162
00140,0,511,0,0,0,0,511,0,0,203
00141,0,116,0,0,0,0,116,0,0,130
00142,0,604,0,0,0,0,604,0,0,215
00143,0,187,0,0,0,0,187,0,0,152
00144,0,2168,0,0,0,0,2168,0,0,308
00145,0,60,0,0,0,0,60,0,0,117
00146,0,1211,0,0,0,0,1211,0,0,266
00147,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00148,0,629,0,0,0,0,629,0,0,210
00149,0,213,0,0,0,0,213,0,0,155
00150,0,84,0,0,0,0,84,0,0,124
00151,51,263,122,66,775,29,292,51,41,311
00152,0,22,0,0,0,0,22,0,0,106
00153,48,186,8,128,2,8,194,20,17,222
00154,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17,ERROR
00155,0,86,0,0,0,0,86,0,0,133
00156,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00157,0,438,0,0,0,0,438,0,0,181
00159,0,316,0,0,0,0,316,0,0,160
00161,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00163,0,31,0,0,0,0,31,0,0,98
00164,3,31,2,4,0,2,33,1,2,107
00165,0,125,0,0,0,0,125,0,0,133
00166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00167,12,451,19,7,76,3,454,5,8,219
00168,0,47,0,0,0,0,47,0,0,101
00169,23,168,16,21,24,12,180,4,5,180
00170,9,120,5,9,3,4,124,2,3,148
00171,12,61,18,18,17,7,68,5,4,150
00172,216,190,2650,472,3404,30,220,189,79,528
00173,240,98,245,478,405,31,129,63,43,352
00174,4884,3626,25140,1214891,35652,4855,8481,73637,143230,229782
00175,0,216,0,0,0,0,216,0,0,217
00176,50,70,40,84,41,36,106,19,19,198
00177,0,357,0,0,0,0,357,0,0,202
00178,0,46,0,0,0,0,46,0,0,110
00179,0,25,0,0,0,0,25,0,0,140
00180,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00181,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00182,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00183,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00184,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00185,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00186,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00187,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00188,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00189,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00191,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00192,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00193,0,116,0,0,0,0,116,0,0,133
00194,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00195,0,155,0,0,0,0,155,0,0,140
00196,0,36,0,0,0,0,36,0,0,102
00197,0,80,0,0,0,0,80,0,0,127
00198,0,85,0,0,0,0,85,0,0,123
00199,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00200,0,42,0,0,0,0,42,0,0,106
00201,0,25,0,0,0,0,25,0,0,101
00202,0,165,0,0,0,0,165,0,0,136
00203,0,21,0,0,0,0,21,0,0,91
00204,0,67,0,0,0,0,67,0,0,125
00205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00206,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00207,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00208,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00209,18,27,0,0,0,0,27,3,0,129
00210,6,19,6,0,10,0,19,2,3,123
00211,0,106,0,0,0,0,106,0,0,139
00212,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00213,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00214,11,21,0,0,3,0,21,2,2,144
00215,7,10,0,0,2,0,10,15,2,124
00216,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00217,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00218,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00219,0,18,0,0,0,0,18,0,0,96
00220,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00221,1,16,1,0,2,0,16,1,2,119
00222,5,51,3,0,5,0,51,2,2,155
00223,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00224,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00225,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00226,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00227,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00229,2,36,3,2,3,0,36,1,2,117
00230,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00231,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2,ERROR
00232,0,38,0,0,0,0,38,0,0,96
00233,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00234,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00235,6,18,0,0,2,0,18,2,2,116
00236,6,22,2,6,0,4,26,6,5,117
00237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,ERROR
00238,5,14,6,2,10,1,15,3,3,109
00239,0,215,0,0,0,0,215,0,0,181
00240,0,51,0,0,0,0,51,0,0,119
00241,1,28,3,2,4,1,29,2,9,255
00242,5,16,0,0,0,0,16,3,0,138
00243,0,83,0,0,0,0,83,0,0,129
00244,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00245,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00246,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00247,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00248,0,101,0,0,0,0,101,0,0,142
00249,0,97,0,0,0,0,97,0,0,147
00250,0,111,0,0,0,0,111,0,0,151
00251,0,104,0,0,0,0,104,0,0,148
00252,0,107,0,0,0,0,107,0,0,136
00253,0,103,0,0,0,0,103,0,0,147
00254,0,164,0,0,0,0,164,0,0,169
00255,0,17,0,0,0,0,17,0,0,98
00256,0,65,0,0,0,0,65,0,0,130
00257,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00258,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00259,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00260,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00261,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00262,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00263,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00264,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00265,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00266,0,17,0,0,0,0,17,0,0,103
00267,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00268,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00269,0,72,0,0,0,0,72,0,0,119
00270,0,63,0,0,0,0,63,0,0,120
00271,0,65,0,0,0,0,65,0,0,120
00272,0,77,0,0,0,0,77,0,0,115
00273,0,71,0,0,0,0,71,0,0,116
00274,0,94,0,0,0,0,94,0,0,148
00275,0,127,0,0,0,0,127,0,0,170
00276,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00277,0,101,0,0,0,0,101,0,0,193
00278,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00279,26,168,13,14,30,12,180,7,21,255
00280,0,257,0,0,0,0,257,0,0,234
00281,26,345,223,127,271,19,364,31,25,304
00282,137,883,2126,1062,2820,108,991,233,100,754
00283,173,960,2670,1407,3542,149,1107,253,105,758
00284,175,1222,3172,1549,4282,146,1368,329,123,948
00285,132358,46602,1807863,552764,2832114,20100,66702,268351,213987,TIMEOUT
00286,27922,32979,12352,13961,78879,6409,39388,1119,2181,8994
00287,0,25,0,0,0,0,25,0,0,232
00288,0,84,0,0,0,0,84,0,0,297
00289,0,35,0,0,0,0,35,0,0,160
00290,12,136,22,32,28,5,141,8,8,226
00292,0,31,0,0,0,0,31,0,0,203
00293,16,2083,0,1,0,1,2084,2,2,348
00294,0,41,0,0,0,0,41,0,0,135
00295,0,42,0,0,0,0,42,0,0,103
00296,19,66,54,28,54,2,68,9,16,187
00297,0,71,0,0,0,0,71,0,0,117
00298,0,81,0,0,0,0,81,0,0,130
00299,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00300,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00301,3,129,1,3,0,2,131,1,2,163
00302,0,374,0,0,0,0,374,0,0,203
00303,0,361,0,0,0,0,361,0,0,190
00304,0,38,0,0,0,0,38,0,0,109
00305,0,20,0,0,0,0,20,0,0,93
00306,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00307,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00308,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00309,0,83,0,0,0,0,83,0,0,155
00310,0,22,0,0,0,0,22,0,0,110
00311,0,22,0,0,0,0,22,0,0,115
00312,0,23,0,0,0,0,23,0,0,113
00313,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00314,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00315,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00316,1,42,0,0,0,0,42,0,0,177
00317,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00318,0,67,0,0,0,0,67,0,0,361
00319,188,243,1167,1369,744,347,564,140,144,709
00320,125,146,751,917,267,218,338,99,86,502
00321,0,15,0,0,0,0,15,0,0,129
00322,0,1697,0,0,0,0,1697,0,0,366
00323,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00324,0,48,0,0,0,0,48,0,0,128
00325,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00326,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00327,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00328,0,51,0,0,0,0,51,0,0,107
00329,0,16,0,0,0,0,16,0,0,109
00330,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00331,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,ERROR
00332,9,228,10,9,13,2,230,5,7,251
00333,5,66,6,5,6,1,67,2,14,206
00334,9,228,10,9,13,2,230,4,3,260
00335,0,33,0,0,0,0,33,0,0,122
00336,9,228,10,9,13,2,230,2,4,181
00337,0,27,0,0,0,0,27,0,0,126
00338,9,228,10,9,13,2,230,4,6,234
00339,4,93,4,4,5,1,94,9,3,219
00340,9,228,10,9,13,2,230,2,7,454
00341,2,33,1,3,3,3,36,1,3,251
00342,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3,ERROR
00343,4,97,27,4,82,3,100,12,12,248
00344,188,243,1167,1369,744,347,564,241,213,892
00345,188,243,1167,1369,744,347,564,162,251,1004
00346,125,146,751,917,267,218,338,122,149,837
00347,16,98,26,33,29,12,110,8,22,382
00348,30,159,48,120,66,80,239,45,82,785
00349,16,98,26,33,29,12,110,46,21,542
00350,2209,3018,58108,112483,74670,2393,5411,20498,5698,31343
00352,442,3256,19360,81355,2232,18623,21879,6408,2930,10811
00353,442,3235,19360,81355,2232,18623,21858,6029,3257,10736
00354,3001,4648,92756,172945,247478,19049,23697,9497,11632,25161
00355,0,131,0,0,0,0,131,0,0,162
00356,3438,1901,6,0,899,0,1901,31,24,868
00357,3588,1981,6,0,1230,0,1981,34,35,915
00358,202,267,46,0,611,0,267,29,26,341
00359,1030,181,0,0,34,0,181,9,5,405
00360,2118,1616,32,0,2376,0,1616,66,57,740
00361,0,326,0,0,0,0,326,0,0,192
00362,0,57,0,0,0,0,57,0,0,126
00363,0,70,0,0,0,0,70,0,0,137
00364,0,37,0,0,0,0,37,0,0,123
00365,0,38,0,0,0,0,38,0,0,128
00366,80,96,7,0,100,0,96,9,10,196
00367,80,96,7,0,100,0,96,15,18,258
00368,13314,25628,11825,0,57630,0,25628,745,914,5347
00369,21956,39919,27304,0,116213,0,39919,894,1813,7672
00370,24140,56379,28944,0,124947,0,56379,918,1769,8386
00371,14928,27758,24876,219513,81500,1149,28907,11128,22457,38926
00372,1114,1077,908,36421,0,708,1785,1237,4331,6409
00373,1336,1297,1031,58622,0,831,2128,2070,11570,14618
00374,16540,30220,194350,1266231,108889,7944,38164,162294,134586,325694
00375,25264,45457,203999,1545994,189588,5038,50495,377905,157607,TIMEOUT
00376,1388,1286,7720,61813,4,7642,8928,3052,6471,10767
00377,1140,1006,6865,44538,2,6859,7865,2087,5007,8005
00378,42846,58205,121646,2318485,447330,2240,60445,89344,486220,TIMEOUT
00379,77230,90653,237164,1960699,880612,399,91052,39292,535668,TIMEOUT
00380,6282,6000,22,1363765,0,0,6000,17789,575134,TIMEOUT
00381,6432,6053,25,1492430,0,0,6053,19330,573063,TIMEOUT
00382,16756,47281,16713,4020649,52846,0,47281,51430,524642,TIMEOUT
00383,27438,65847,26146,4416537,69772,0,65847,58625,515844,TIMEOUT
00384,1464,548,831,14747,961,826,1374,1154,938,2904
00385,1658,573,1514,17766,1180,1335,1907,2061,1041,3916
00386,15118,28570,16068,74968,69794,143,28713,2350,4478,11119
00387,24050,44320,48474,472541,121282,19451,63771,26919,67337,103327
00388,212,212,138,2972,0,138,350,263,343,938
00389,200,200,100,4168,0,100,300,189,638,1179
00390,14058,26439,29011,2165110,61132,5830,32269,158828,417167,TIMEOUT
00391,22558,40960,11938,2298512,50309,0,40960,29828,556954,TIMEOUT
00392,1216,1213,8924,341523,52,8885,10098,22008,435505,461530
00393,1552,1552,13,513712,41,0,1552,6800,591430,TIMEOUT
00394,18142,31193,29981,1206815,83424,2675,33867,57658,281436,354506
00395,43604,60146,8195,1715690,23564,0,60146,20044,566155,TIMEOUT
00396,1194,1153,1244,74699,0,1189,2342,2529,14394,18049
00397,2988,2922,7296,499856,2,7249,10171,19028,186160,210250
00398,14838,27696,23887,191443,80516,982,28678,9796,14138,28861
00399,1024,991,658,32679,0,612,1603,1317,3646,5737
00400,15998,29907,18511,196144,71784,1080,30987,5580,17770,28217
00401,846,786,856,28186,0,854,1640,997,3714,5370
00402,3254,2230,44,0,784,0,2230,34,25,902
00403,4958,3894,94,0,1426,0,3894,38,34,1206
00404,4,45,0,0,4,0,45,1,3,150
00405,8,49,0,0,10,0,49,3,5,207
00406,4,92,0,0,6,0,92,11,2,222
00407,8,97,0,0,14,0,97,3,4,198
00408,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,ERROR
00409,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,ERROR
00410,948,1338,69215,28709,76073,327,1665,6023,1812,9350
00411,500,1199,126,0,1627,0,1199,51,35,517
00412,1838,3532,1487,0,7617,0,3532,125,155,1184
00413,2170,4625,1639,0,8699,0,4625,151,208,1375
00414,50,50,27,652,0,27,77,69,90,395
00415,15504,39986,13875,25446,66817,198,40184,1469,2385,8217
00416,24538,56650,29652,46352,126813,227,56877,2788,5560,14509
00417,352,343,170,22961,0,170,513,543,10898,11999
00418,404,395,198,39202,0,198,593,792,44402,45788
00419,2992,4470,28704,1347968,28805,5922,10392,57820,214003,281292
00420,2960,5169,11082,172309,20184,1208,6377,7949,7882,18255
00421,1432,1273,4609,150904,956,3985,5258,7304,34860,43975
00422,840,672,966,44727,841,682,1354,1371,6097,8252
00423,1238,714,27,0,823,0,714,41,25,652
00424,1456,1463,1161,56703,2840,714,2177,3001,3851,7899
00425,23250,26750,68879,0,270765,0,26750,1900,2990,10727
00426,48842,44891,158237,0,607213,0,44891,4060,9318,23854
00428,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9318,ERROR
00429,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,9318,ERROR
00430,718,178,24,151,140,1,179,40,19,539
00431,718,178,24,151,140,1,179,31,16,457
00432,476,137,0,0,398,0,137,28,28,435
00433,484,137,0,0,402,0,137,30,37,460
00434,0,21034,0,0,0,0,21034,0,0,1514
00435,2,9081,0,0,0,0,9081,0,0,969
00436,4616,24014,35593,2151328,16529,30379,54393,153552,303570,485243
00437,88494,90904,761,938952,4470,0,90904,10217,575656,TIMEOUT
00438,3024,3024,28,955584,0,0,3024,12037,582538,TIMEOUT
00439,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,582538,ERROR
00440,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,582538,ERROR
00441,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,582538,ERROR
00442,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,582538,ERROR
00443,27460,0,0,0,0,0,0,0,3,2918
00444,27460,0,0,0,0,0,0,0,3,2779
00445,240,1222,12,0,387,0,1222,31,31,467
00446,328,1659,154,3536,523,133,1792,280,231,978
00447,328,1659,154,3536,523,133,1792,290,239,1120
00448,49694,49406,196906,92847,642501,18859,68265,9792,18060,40563
00449,414,2013,397,4838,1168,237,2250,336,332,1275
00450,716,2838,1512,3451,3023,347,3185,363,206,1282
00451,4514,2862,642,0,10718,0,2862,186,237,1468
00452,6326,4116,1271,0,18008,0,4116,289,335,2064
00453,0,157,0,0,0,0,157,0,0,211
00454,138,347,3065,7826,0,3065,3412,828,803,2064
00455,0,990,0,0,0,0,990,0,0,351
00456,0,990,0,0,0,0,990,0,0,318
00457,160,1604,58,0,440,0,1604,16,15,466
00458,160,1604,58,0,440,0,1604,17,12,457
00459,8026,6900,4541,36972,23873,436,7336,7945,2798,13367
