NAME,NFTGD_NB,FTGD_NB,SUBSUMED,NEW_FTGD_NB,NEW_NFTGD_NB,NEW_OUTPUT_SIZE,OUTPUT_SIZE,EVOL_TIME,SUMB_TIME,TIME
00070,0,42,0,0,0,0,42,0,0,83
00071,1,14,0,1,0,1,15,1,2,90
00072,1,31,0,1,0,1,32,1,2,94
00073,6,77,3,6,0,3,80,1,2,130
00074,0,21,0,0,0,0,21,0,0,73
00075,2,125,0,2,0,2,127,1,2,118
00076,0,186,0,0,0,0,186,0,0,107
00077,0,4,0,0,0,0,4,0,0,71
00078,43,715,33,376,203,363,1078,24,23,220
00079,2,29,0,0,0,0,29,1,0,95
00080,0,26,0,0,0,0,26,0,0,77
00081,93,679,46,93,1,47,726,8,7,179
00082,356,263,68,13,520,8,271,24,20,237
00083,0,15,0,0,0,0,15,0,0,73
00084,0,4,0,0,0,0,4,0,0,74
00085,0,2,0,0,0,0,2,0,0,79
00086,0,0,0,0,0,0,0,0,0,50
00087,0,77,0,0,0,0,77,0,0,87
00088,0,105,0,0,0,0,105,0,0,89
00089,0,87,0,0,0,0,87,0,0,90
00090,0,66,0,0,0,0,66,0,0,84
00091,0,13,0,0,0,0,13,0,0,82
00092,0,32,0,0,0,0,32,0,0,77
00093,0,216,0,0,0,0,216,0,0,115
00094,17,138,6,17,15,14,152,4,5,138
00095,0,63,0,0,0,0,63,0,0,83
00096,0,0,0,0,0,0,0,0,0,48
00097,0,0,0,0,0,0,0,0,0,48
00098,0,0,0,0,0,0,0,0,0,47
00099,0,0,0,0,0,0,0,0,0,48
00100,0,0,0,0,0,0,0,0,0,55
00101,0,0,0,0,0,0,0,0,0,47
00102,0,0,0,0,0,0,0,0,0,48
00103,0,259,0,0,0,0,259,0,0,111
00104,0,1123,0,0,0,0,1123,0,0,165
00105,0,11,0,0,0,0,11,0,0,73
00106,4,43,4,4,4,2,45,2,2,100
00107,0,22,0,0,0,0,22,0,0,77
00108,0,16,0,0,0,0,16,0,0,73
00109,0,83,0,0,0,0,83,0,0,86
00110,317,244,57,12,443,7,251,21,23,241
00111,0,43,0,0,0,0,43,0,0,80
00112,20,113,23,48,26,16,129,7,9,147
00113,12,24,0,0,0,0,24,2,0,107
00114,42,25,66,246,69,60,85,29,33,186
00115,0,216,0,0,0,0,216,0,0,110
00116,13,30,6,31,5,21,51,15,7,126
00117,6858,4826,19757,251009,52812,3810,8636,2962,12348,17324
00118,39,89,82,122,84,29,118,18,19,165
00119,0,3,0,0,0,0,3,0,0,70
00120,17,53,23,28,21,5,58,7,7,127
00121,0,0,0,0,0,0,0,0,0,49
00122,0,2,0,0,0,0,2,0,0,89
00123,0,0,0,0,0,0,0,0,0,51
00124,0,0,0,0,0,0,0,0,0,56
00125,0,0,0,0,0,0,0,0,0,51
00126,0,0,0,0,0,0,0,0,0,48
00127,0,0,0,0,0,0,0,0,0,48
00128,0,1,0,0,0,0,1,0,0,67
00129,0,13,0,0,0,0,13,0,0,72
00130,0,3,0,0,0,0,3,0,0,71
00131,0,0,0,0,0,0,0,0,0,48
00132,0,18,0,0,0,0,18,0,0,73
00133,0,10,0,0,0,0,10,0,0,72
00134,0,0,0,0,0,0,0,0,0,49
00135,0,55,0,0,0,0,55,0,0,82
00136,0,48,0,0,0,0,48,0,0,86
00137,0,158,0,0,0,0,158,0,0,106
00138,0,386,0,0,0,0,386,0,0,130
00139,0,145,0,0,0,0,145,0,0,117
00140,0,511,0,0,0,0,511,0,0,129
00141,0,116,0,0,0,0,116,0,0,90
00142,0,604,0,0,0,0,604,0,0,154
00143,0,187,0,0,0,0,187,0,0,112
00144,0,2168,0,0,0,0,2168,0,0,210
00145,0,60,0,0,0,0,60,0,0,85
00146,0,1211,0,0,0,0,1211,0,0,179
00147,0,4,0,0,0,0,4,0,0,70
00148,0,629,0,0,0,0,629,0,0,151
00149,0,213,0,0,0,0,213,0,0,109
00150,0,84,0,0,0,0,84,0,0,89
00151,51,263,122,66,775,29,292,55,43,279
00152,0,22,0,0,0,0,22,0,0,77
00153,48,186,8,128,2,8,194,12,17,168
00154,0,6,0,0,0,0,6,0,0,70
00155,0,86,0,0,0,0,86,0,0,87
00156,0,0,0,0,0,0,0,0,0,47
00157,0,438,0,0,0,0,438,0,0,128
00159,0,316,0,0,0,0,316,0,0,123
00161,0,0,0,0,0,0,0,0,0,49
00162,0,9,0,0,0,0,9,0,0,71
00163,0,31,0,0,0,0,31,0,0,78
00164,3,31,2,4,0,2,33,2,2,91
00165,0,125,0,0,0,0,125,0,0,101
00166,0,10,0,0,0,0,10,0,0,70
00167,12,451,19,7,76,3,454,12,7,160
00168,0,47,0,0,0,0,47,0,0,82
00169,23,168,16,21,24,12,180,4,5,138
00170,9,120,5,9,3,4,124,3,3,130
00171,12,61,18,18,17,7,68,5,4,122
00172,216,190,2650,472,3404,30,220,127,76,393
00173,240,98,242,477,403,31,129,53,46,285
00174,4884,3712,9342,325010,35547,2859,6571,3569,13184,18751
00175,0,216,0,0,0,0,216,0,0,112
00176,50,70,40,84,41,36,106,13,15,168
00177,0,357,0,0,0,0,357,0,0,128
00178,0,46,0,0,0,0,46,0,0,81
00179,0,25,0,0,0,0,25,0,0,76
00180,0,0,0,0,0,0,0,0,0,50
00181,0,0,0,0,0,0,0,0,0,65
00182,0,0,0,0,0,0,0,0,0,53
00183,0,0,0,0,0,0,0,0,0,47
00184,0,0,0,0,0,0,0,0,0,49
00185,0,0,0,0,0,0,0,0,0,50
00186,0,0,0,0,0,0,0,0,0,48
00187,0,0,0,0,0,0,0,0,0,50
00188,0,0,0,0,0,0,0,0,0,51
00189,0,7,0,0,0,0,7,0,0,74
00190,0,12,0,0,0,0,12,0,0,81
00191,0,0,0,0,0,0,0,0,0,50
00192,0,0,0,0,0,0,0,0,0,50
00193,0,116,0,0,0,0,116,0,0,91
00194,0,0,0,0,0,0,0,0,0,48
00195,0,155,0,0,0,0,155,0,0,110
00196,0,36,0,0,0,0,36,0,0,79
00197,0,80,0,0,0,0,80,0,0,89
00198,0,85,0,0,0,0,85,0,0,88
00199,0,0,0,0,0,0,0,0,0,48
00200,0,42,0,0,0,0,42,0,0,80
00201,0,25,0,0,0,0,25,0,0,77
00202,0,165,0,0,0,0,165,0,0,106
00203,0,21,0,0,0,0,21,0,0,76
00204,0,67,0,0,0,0,67,0,0,83
00205,0,5,0,0,0,0,5,0,0,71
00206,0,8,0,0,0,0,8,0,0,71
00207,0,8,0,0,0,0,8,0,0,80
00208,0,9,0,0,0,0,9,0,0,73
00209,18,27,0,0,0,0,27,3,0,111
00210,6,19,6,0,10,0,19,3,3,96
00211,0,106,0,0,0,0,106,0,0,90
00212,2,3,0,0,0,0,3,1,0,88
00213,2,3,0,0,0,0,3,1,0,88
00214,11,21,0,0,3,0,21,3,2,103
00215,7,10,0,0,2,0,10,3,2,99
00216,0,7,0,0,0,0,7,0,0,74
00217,1,8,0,0,0,0,8,0,0,91
00218,6,8,1,0,3,0,8,2,2,96
00219,0,18,0,0,0,0,18,0,0,73
00220,2,3,0,0,0,0,3,1,0,87
00221,1,16,1,0,2,0,16,1,2,87
00222,5,51,3,0,5,0,51,2,2,124
00223,4,8,0,0,0,0,8,2,0,89
00224,2,7,0,0,1,0,7,1,2,91
00225,0,3,0,0,0,0,3,0,0,71
00226,0,5,0,0,0,0,5,0,0,71
00227,0,6,0,0,0,0,6,0,0,70
00228,0,12,0,0,0,0,12,0,0,73
00229,2,36,3,2,3,0,36,2,2,99
00230,2,5,0,0,0,0,5,1,0,87
00231,0,4,0,0,0,0,4,0,0,70
00232,0,38,0,0,0,0,38,0,0,78
00233,1,3,0,0,0,0,3,0,0,84
00234,0,8,0,0,0,0,8,0,0,74
00235,6,18,0,0,2,0,18,2,2,98
00236,6,22,2,6,0,4,26,2,2,99
00237,1,2,0,0,0,0,2,0,0,85
00238,5,14,6,2,10,1,15,3,3,104
00239,0,215,0,0,0,0,215,0,0,113
00240,0,51,0,0,0,0,51,0,0,90
00241,1,28,3,2,4,1,29,2,2,97
00242,5,16,0,0,0,0,16,2,0,99
00243,0,83,0,0,0,0,83,0,0,88
00244,0,0,0,0,0,0,0,0,0,48
00245,0,0,0,0,0,0,0,0,0,49
00246,0,0,0,0,0,0,0,0,0,48
00247,0,0,0,0,0,0,0,0,0,48
00248,0,101,0,0,0,0,101,0,0,89
00249,0,97,0,0,0,0,97,0,0,94
00250,0,111,0,0,0,0,111,0,0,91
00251,0,104,0,0,0,0,104,0,0,88
00252,0,107,0,0,0,0,107,0,0,96
00253,0,103,0,0,0,0,103,0,0,90
00254,0,164,0,0,0,0,164,0,0,111
00255,0,17,0,0,0,0,17,0,0,74
00256,0,65,0,0,0,0,65,0,0,83
00257,0,0,0,0,0,0,0,0,0,49
00258,0,0,0,0,0,0,0,0,0,49
00259,0,6,0,0,0,0,6,0,0,129
00260,0,0,0,0,0,0,0,0,0,49
00261,0,1,0,0,0,0,1,0,0,70
00262,0,1,0,0,0,0,1,0,0,70
00263,0,0,0,0,0,0,0,0,0,48
00264,0,2,0,0,0,0,2,0,0,69
00265,0,0,0,0,0,0,0,0,0,50
00266,0,17,0,0,0,0,17,0,0,73
00267,4,7,0,0,0,0,7,1,0,89
00268,0,3,0,0,0,0,3,0,0,68
00269,0,72,0,0,0,0,72,0,0,86
00270,0,63,0,0,0,0,63,0,0,85
00271,0,65,0,0,0,0,65,0,0,85
00272,0,77,0,0,0,0,77,0,0,88
00273,0,71,0,0,0,0,71,0,0,86
00274,0,94,0,0,0,0,94,0,0,90
00275,0,127,0,0,0,0,127,0,0,98
00276,0,13,0,0,0,0,13,0,0,72
00277,0,101,0,0,0,0,101,0,0,88
00278,0,0,0,0,0,0,0,0,0,48
00279,26,168,13,14,30,12,180,4,5,137
00280,0,257,0,0,0,0,257,0,0,110
00281,26,345,223,127,271,19,364,25,18,192
00282,137,884,2130,1068,2819,109,993,108,67,397
00283,173,961,2693,1421,3545,150,1109,121,96,456
00284,175,1224,3157,1555,4270,148,1372,157,100,507
00285,132358,46602,1924259,1977295,2892296,27547,74141,38842,505065,566127
00286,27922,32979,12352,13961,78879,6409,39388,1061,1515,5839
00287,0,25,0,0,0,0,25,0,0,76
00288,0,84,0,0,0,0,84,0,0,86
00289,0,35,0,0,0,0,35,0,0,79
00290,12,136,21,32,27,5,141,6,8,143
00292,0,31,0,0,0,0,31,0,0,76
00293,16,2083,0,1,0,1,2084,3,2,284
00294,0,41,0,0,0,0,41,0,0,80
00295,0,42,0,0,0,0,42,0,0,81
00296,19,66,54,28,54,2,68,8,7,135
00297,0,71,0,0,0,0,71,0,0,88
00298,0,81,0,0,0,0,81,0,0,85
00299,0,9,0,0,0,0,9,0,0,71
00300,0,0,0,0,0,0,0,0,0,60
00301,3,129,1,3,0,2,131,1,2,132
00302,0,374,0,0,0,0,374,0,0,121
00303,0,361,0,0,0,0,361,0,0,123
00304,0,38,0,0,0,0,38,0,0,78
00305,0,20,0,0,0,0,20,0,0,75
00306,0,14,0,0,0,0,14,0,0,71
00307,0,0,0,0,0,0,0,0,0,49
00308,0,7,0,0,0,0,7,0,0,71
00309,0,83,0,0,0,0,83,0,0,104
00310,0,22,0,0,0,0,22,0,0,74
00311,0,22,0,0,0,0,22,0,0,74
00312,0,23,0,0,0,0,23,0,0,83
00313,0,0,0,0,0,0,0,0,0,48
00314,0,0,0,0,0,0,0,0,0,48
00315,0,9,0,0,0,0,9,0,0,72
00316,1,42,0,0,0,0,42,0,0,97
00317,0,0,0,0,0,0,0,0,0,48
00318,0,67,0,0,0,0,67,0,0,84
00319,188,243,1167,1369,744,347,564,86,78,360
00320,125,146,751,917,267,218,338,46,73,293
00321,0,15,0,0,0,0,15,0,0,73
00322,0,1697,0,0,0,0,1697,0,0,184
00323,0,12,0,0,0,0,12,0,0,71
00324,0,48,0,0,0,0,48,0,0,86
00325,0,1,0,0,0,0,1,0,0,71
00326,0,0,0,0,0,0,0,0,0,52
00327,0,0,0,0,0,0,0,0,0,48
00328,0,51,0,0,0,0,51,0,0,85
00329,0,16,0,0,0,0,16,0,0,74
00330,0,3,0,0,0,0,3,0,0,70
00331,0,9,0,0,0,0,9,0,0,71
00332,9,228,10,9,13,2,230,2,3,136
00333,5,66,6,5,6,1,67,2,3,121
00334,9,228,10,9,13,2,230,2,4,139
00335,0,33,0,0,0,0,33,0,0,76
00336,9,228,10,9,13,2,230,2,4,133
00337,0,27,0,0,0,0,27,0,0,75
00338,9,228,10,9,13,2,230,2,3,135
00339,4,93,4,4,5,1,94,1,2,119
00340,9,228,10,9,13,2,230,2,3,154
00341,2,33,1,3,3,3,36,1,2,90
00342,0,11,0,0,0,0,11,0,0,71
00343,4,97,27,4,82,3,100,9,11,154
00344,188,243,1167,1369,744,347,564,84,73,348
00345,188,243,1167,1369,744,347,564,81,99,377
00346,125,146,751,917,267,218,338,54,72,291
00347,16,98,26,33,29,12,110,7,8,141
00348,30,159,48,120,66,80,239,14,19,166
00349,16,98,26,33,29,12,110,7,9,139
00350,2209,3019,49712,111105,65945,2393,5412,2041,4609,7637
00352,442,3256,19360,81355,2232,18623,21879,1156,3512,5458
00353,442,3235,19360,81355,2232,18623,21858,987,3228,4976
00354,3001,4648,92574,172945,247296,19049,23697,3535,11734,17839
00355,0,131,0,0,0,0,131,0,0,101
00356,3438,1901,6,0,899,0,1901,30,26,494
00357,3588,1981,6,0,1230,0,1981,48,46,597
00358,202,267,46,0,611,0,267,26,22,219
00359,1030,181,0,0,34,0,181,9,4,221
00360,2118,1616,32,0,2376,0,1616,80,97,559
00361,0,326,0,0,0,0,326,0,0,117
00362,0,57,0,0,0,0,57,0,0,83
00363,0,70,0,0,0,0,70,0,0,83
00364,0,37,0,0,0,0,37,0,0,83
00365,0,38,0,0,0,0,38,0,0,86
00366,80,96,7,0,100,0,96,9,10,159
00367,80,96,7,0,100,0,96,9,10,160
00368,13314,25628,11825,0,57630,0,25628,720,751,3618
00369,21956,39919,27304,0,116213,0,39919,1059,1825,6200
00370,24140,56379,28944,0,124947,0,56379,1031,2021,6559
00371,14928,27758,24893,219513,81517,1149,28907,2728,19359,25103
00372,1114,1077,908,36421,0,708,1785,601,4317,5471
00373,1336,1297,1031,58622,0,831,2128,929,10808,12528
00374,16540,30220,194441,1266231,108980,7944,38164,10255,131035,147339
00375,25264,45457,292379,1952395,194246,6999,52456,16403,211111,236040
00376,1388,1286,7720,61813,4,7642,8928,1008,6427,8243
00377,1140,1006,6865,44538,2,6859,7865,810,5283,6695
00378,42846,58205,125666,2732647,449874,3999,62204,30735,552437,TIMEOUT
00379,77230,90653,237295,2001258,880565,574,91227,25821,557097,TIMEOUT
00380,6282,6000,22,1347741,0,0,6000,17506,576055,TIMEOUT
00381,6432,6053,25,1502864,0,0,6053,19869,573539,TIMEOUT
00382,16756,47281,16773,4061089,53063,0,47281,51330,524340,TIMEOUT
00383,27438,65847,26701,4501857,71193,0,65847,56759,512819,TIMEOUT
00384,1464,548,831,14747,961,826,1374,367,875,1683
00385,1658,573,1514,17766,1180,1335,1907,504,997,1982
00386,15118,28570,16072,74968,69798,143,28713,1498,5078,9375
00387,24050,44320,48476,472541,121284,19451,63771,6596,63167,75479
00388,212,212,138,2972,0,138,350,126,371,709
00389,200,200,100,4168,0,100,300,168,609,1030
00390,14058,26439,50455,2322025,62112,15252,41691,28689,425490,472239
00391,22558,40960,13843,2492512,59157,0,40960,28931,557901,TIMEOUT
00392,1216,1213,8924,341523,52,8885,10098,4670,408008,415374
00393,1552,1552,13,534664,41,0,1552,7012,590719,TIMEOUT
00394,18142,31193,30086,1206815,83529,2675,33867,14077,214140,237153
00395,43604,60242,9699,1948410,27525,0,60242,21727,565056,TIMEOUT
00396,1194,1153,1244,74699,0,1189,2342,1163,14081,16166
00397,2988,2922,7296,499856,2,7249,10171,6410,177482,187629
00398,14838,27696,23900,191443,80529,982,28678,2628,15945,21647
00399,1024,991,658,32679,0,612,1603,604,3547,4682
00400,15998,29907,18507,196144,71780,1080,30987,2654,17369,23180
00401,846,786,856,28186,0,854,1640,584,3220,4270
00402,3254,2230,44,0,784,0,2230,33,33,524
00403,4958,3894,94,0,1426,0,3894,52,48,728
00404,4,45,0,0,4,0,45,1,2,100
00405,8,49,0,0,10,0,49,2,3,103
00406,4,92,0,0,6,0,92,1,2,121
00407,8,97,0,0,14,0,97,2,3,121
00408,0,10,0,0,0,0,10,0,0,71
00409,0,10,0,0,0,0,10,0,0,71
00410,948,1339,44911,15461,57672,327,1666,904,1053,2490
00411,500,1199,126,0,1627,0,1199,51,36,353
00412,1838,3532,1487,0,7617,0,3532,140,170,808
00413,2170,4625,1639,0,8699,0,4625,182,166,865
00414,50,50,27,652,0,27,77,42,79,270
00415,15504,39986,13875,25446,66817,198,40184,919,2822,6632
00416,24538,56650,29652,46352,126813,227,56877,1620,5592,10950
00417,352,343,170,22961,0,170,513,357,10162,10906
00418,404,395,198,39202,0,198,593,552,42867,43892
00419,2992,4470,28713,1347968,28814,5922,10392,12939,196787,215309
00420,2960,5169,11072,172309,20174,1208,6377,2033,7803,11214
00421,1432,1273,4603,150904,950,3985,5258,2048,33389,36701
00422,840,672,965,44727,840,682,1354,823,5885,7274
00423,1238,714,27,0,823,0,714,31,26,298
00424,1456,1463,1161,56703,2840,714,2177,913,4006,5588
00425,23250,26750,68879,0,270765,0,26750,2067,3694,9195
00426,48842,44891,158237,0,607213,0,44891,3853,9145,18587
00428,0,0,0,0,0,0,0,0,0,48
00429,0,0,0,0,0,0,0,0,0,47
00430,718,178,24,151,140,1,179,30,16,265
00431,718,178,24,151,140,1,179,26,21,253
00432,476,137,0,0,398,0,137,25,20,238
00433,484,137,0,0,402,0,137,29,16,242
00434,0,21034,0,0,0,0,21034,0,0,886
00435,2,9081,0,0,0,0,9081,0,0,511
00436,4616,24014,35593,2151328,16529,30379,54393,25749,311607,355632
00437,88494,90904,880,1064448,5080,0,90904,10864,578055,TIMEOUT
00438,3024,3024,32,982800,0,0,3024,11766,582996,TIMEOUT
00439,0,0,0,0,0,0,0,0,0,48
00440,0,0,0,0,0,0,0,0,0,48
00441,0,0,0,0,0,0,0,0,0,48
00442,0,0,0,0,0,0,0,0,0,48
00443,27460,0,0,0,0,0,0,0,3,1599
00444,27460,0,0,0,0,0,0,0,2,1742
00445,240,1222,12,0,387,0,1222,19,14,252
00446,328,1659,154,3536,523,133,1792,140,207,613
00447,328,1659,154,3536,523,133,1792,136,223,663
00448,49694,49406,196906,92847,642501,18859,68265,5671,17557,30064
00449,414,2013,397,4838,1168,237,2250,164,272,772
00450,716,2838,1512,3451,3023,347,3185,162,243,772
00451,4514,2862,642,0,10718,0,2862,165,283,1085
00452,6326,4116,1271,0,18008,0,4116,252,335,1468
00453,0,157,0,0,0,0,157,0,0,108
00454,138,347,3065,7826,0,3065,3412,249,857,1389
00455,0,990,0,0,0,0,990,0,0,150
00456,0,990,0,0,0,0,990,0,0,161
00457,160,1604,58,0,440,0,1604,15,14,252
00458,160,1604,58,0,440,0,1604,16,16,272
00459,8026,6900,4541,36972,23873,436,7336,838,3095,5356
00460,18046,10382,15282,1410,85439,682,11064,947,1319,4358
00461,18046,10382,15282,1410,85439,682,11064,837,1341,4144
00462,18866,13435,10718,3457326,40021,198,13633,44184,537962,TIMEOUT
00463,18866,10339,4391,3300869,30815,198,10537,41094,540833,TIMEOUT
00464,458,6,0,0,0,0,6,0,0,164
00465,564,132,0,0,349,0,132,27,22,257
00466,0,6603,0,0,0,0,6603,0,0,383
00467,0,6603,0,0,0,0,6603,0,0,419
00468,10,720,0,0,20,0,720,2,3,168
00469,106,878,0,0,144,0,878,9,11,221
00470,88828,75146,44417,0,519574,0,75146,4091,10065,22445
00471,85468,78977,0,0,392451,0,78977,2858,8948,19477
00472,88828,75146,44417,0,519574,0,75146,3877,9407,22248
00473,85468,78977,0,0,392451,0,78977,3001,10181,20965
00474,32,72,3,0,27,0,72,4,5,127
00475,44,83,23,0,70,0,83,6,7,141
00476,3668,2687,6643,338024,1739,2721,5408,4187,33506,40078
00477,313486,10606,0,0,1275,0,10606,291,139,13709
00478,0,937,0,0,0,0,937,0,0,156
00479,645,566,8550,8297,18145,149,715,616,585,1611
00480,653,663,8684,8112,18890,91,754,553,596,1606
00481,0,0,0,0,0,0,0,0,0,49
00482,0,0,0,0,0,0,0,0,0,50
00483,58044,114237,11228,2368858,30617,342,114579,26243,556685,TIMEOUT
00484,75998,101911,352335,3093291,1035459,197,102108,44989,530512,TIMEOUT
00485,5186,5291,4,1191781,46,0,5291,15611,578973,TIMEOUT
00486,15554,46980,16325,3860363,51455,0,46980,48472,526691,TIMEOUT
00487,26030,65519,26927,4516522,71720,0,65519,58766,512994,TIMEOUT
00488,15554,46967,16816,4032598,53097,0,46967,52811,522634,TIMEOUT
00489,19014,52445,16740,4223659,52271,0,52445,52284,520799,TIMEOUT
00490,0,0,0,0,0,0,0,0,0,49
00491,0,0,0,0,0,0,0,0,0,48
00492,0,0,0,0,0,0,0,0,0,50
00493,0,76,0,0,0,0,76,0,0,110
00494,4670,0,0,0,0,0,0,0,1,504
00495,4670,0,0,0,0,0,0,0,0,486
00496,20476,3220,2832,0,30374,0,3220,368,475,2574
00497,16632,23,0,0,0,0,23,3,2,1226
00498,16632,23,0,0,0,0,23,3,2,1088
00499,0,13044,0,0,0,0,13044,0,0,598
00500,3242,1988,3254,635280,0,3166,5154,8593,205007,218859
00501,0,0,0,0,0,0,0,0,0,48
00502,3756,1924,125,1408,8723,3,1927,261,362,1216
00503,0,258,0,0,0,0,258,0,0,119
00504,96,636,133,499,318,43,679,37,49,268
00505,18,151,0,0,0,0,151,1,0,125
00508,99,267,120,49,353,23,290,26,18,203
00509,0,0,0,0,0,0,0,0,0,49
00510,0,0,0,0,0,0,0,0,0,47
00511,700,285,1590,3045,1962,199,484,154,148,537
00512,669,800,2361,984,6172,257,1057,182,139,615
00513,76,309,8,0,182,0,309,10,17,180
00514,76,309,8,0,182,0,309,11,20,184
00515,1740,2366,582,0,3298,0,2366,86,68,537
00516,0,7989,0,0,0,0,7989,0,0,470
00517,0,11177,0,0,0,0,11177,0,0,595
00518,22070,9363,0,3444839,1764,0,9363,43773,534611,TIMEOUT
00519,146,93,0,0,0,0,93,1,0,144
00520,152,91,0,0,0,0,91,1,0,148
00521,14552,3640,0,0,0,0,3640,71,2,1140
00522,8466,169,0,0,230,0,169,10,13,671
00523,8466,169,0,0,230,0,169,34,21,696
00524,0,0,0,0,0,0,0,0,0,55
00525,0,0,0,0,0,0,0,0,0,48
00526,386,280,69,13,534,8,288,31,21,242
00527,1004,4,0,0,0,0,4,0,0,201
00528,0,0,0,0,0,0,0,0,0,50
00529,0,0,0,0,0,0,0,0,0,48
00530,6,10609,0,0,17,0,10609,1,2,621
00531,14,11839,1,0,35,0,11839,2,3,591
00532,23886,38045,70744,39884,276081,363,38408,2687,5980,12765
00533,65814,61062,210608,1577265,766033,0,61062,21803,564249,TIMEOUT
00534,630,630,316,38976,0,315,945,607,16377,17506
00535,16958,4621,34,2796610,0,0,4621,36789,549288,TIMEOUT
00536,13524,36438,12271,222727,60675,236,36674,3280,19834,26687
00537,22178,51961,27806,376931,120953,268,52229,5140,40331,50597
00538,204,204,102,3716,0,102,306,144,574,933
00539,208,208,106,3824,0,106,314,161,548,949
00540,3308,13265,3140,240272,6277,997,14261,3107,22052,27800
00541,18266,27181,13497,3110102,37564,0,27181,38342,544044,TIMEOUT
00542,18,18,9,90,0,9,27,18,27,160
00543,18,18,9,90,0,9,27,24,19,142
00544,11944,3271,957,0,26723,0,3271,420,524,2217
